Patron Type Definition,Total Checkouts,Total Renewals,Circulation Active Year
2,138,37,2014
1,910,39,2016
2,4,2,2015
1,159,6,2015
2,40,1,2016
2,534,380,2016
1,9,0,2014
1,117,0,2013
2,19,2,2013
2,520,0,2014
2,1732,1018,2016
2,0,0,0
2,0,0,0
2,38,0,2014
2,80,3,2016
2,104,3,2014
2,281,208,2016
1,44,0,2014
2,11,0,2015
1,693,1123,2014
2,59,5,2016
2,24,3,2013
1,0,0,0
2,3425,363,2016
2,12,0,2016
2,3524,159,2016
2,99,6,2016
2,4,0,2016
2,4,0,2016
2,9,9,2014
1,881,403,2016
2,210,9,2016
2,19,0,2014
2,33,5,2015
2,2,2,2013
2,28,15,2016
2,3,3,2013
1,3,0,2014
1,34,0,2015
1,1031,106,2016
1,21,1,2016
2,97,48,2016
1,31,5,2013
2,256,244,2016
2,3,0,2015
1,106,33,2016
2,26,2,2016
2,4802,210,2016
1,66,70,2015
1,190,13,2013
1,931,19,2015
2,51,1,2016
2,173,51,2016
2,17,3,2016
1,52,8,2014
2,166,81,2016
2,6,0,2016
2,1840,128,2016
2,759,216,2016
2,1498,64,2016
1,8,0,2015
2,506,21,2016
0,78,16,2016
2,1502,78,2016
2,10,11,2014
1,777,156,2016
2,27,0,2016
2,169,28,2016
2,1,0,2014
2,614,204,2015
1,64,6,2015
2,11,0,2013
2,40,0,2013
2,459,16,2016
1,31,0,2014
2,30,0,2016
1,1,0,2016
1,89,1,2016
2,85,31,2015
1,184,2,2016
1,0,0,0
0,0,0,0
2,1684,469,2016
0,60,1,2014
2,495,64,2015
2,39,0,2015
1,15,4,2013
2,284,81,2016
2,23,0,2014
1,834,260,2016
2,7,0,2014
1,66,47,2013
2,521,39,2016
1,1219,22,2016
2,184,235,2016
2,9,1,2016
1,1217,1778,2016
1,1085,236,2016
1,17,0,2014
1,464,53,2016
2,119,0,2016
2,0,0,0
2,359,76,2016
2,31,0,2016
1,0,0,0
2,305,0,2016
2,20,12,2016
1,22,1,2016
1,64,19,2016
2,24,9,2016
1,195,16,2016
2,3,0,2015
2,6,2,2013
2,431,282,2016
2,34,8,2013
1,7,0,2013
2,12,0,2014
2,79,18,2016
2,31,7,2014
2,447,3,2014
2,50,0,2015
2,394,5,2013
2,57,1,2014
2,979,133,2014
2,4,0,2015
1,569,21,2014
2,95,7,2016
2,4,0,2015
2,39,17,2015
2,9,0,2013
2,39,1,2016
2,1070,5,2014
2,770,121,2016
2,3,0,2015
2,1564,2831,2016
1,2,0,2016
2,34,0,2014
2,1,0,2013
1,276,185,2015
2,13,0,2014
1,71,13,2016
2,8,0,2016
2,36,0,2016
2,0,0,0
2,318,54,2016
2,114,21,2016
0,684,256,2016
2,41,59,2015
2,6,0,2016
2,20,0,2014
2,3,0,2014
1,0,0,0
2,2,0,2015
2,292,0,2016
2,531,53,2013
1,1659,46,2016
2,0,0,0
2,90,2,2016
2,67,23,2016
2,335,11,2016
1,242,12,2016
2,4,0,2015
2,4,0,2015
2,1100,123,2016
2,60,8,2015
1,675,51,2016
1,199,243,2016
1,50,10,2013
2,0,0,0
2,519,1148,2016
2,182,9,2016
1,215,65,2014
1,59,7,2015
2,207,91,2014
2,7,0,2014
2,240,12,2016
1,0,0,0
2,31,0,2015
2,1,0,2015
2,406,10,2015
2,14,0,2015
1,505,17,2015
2,252,240,2015
2,21,0,2013
2,36,0,2016
1,267,75,2015
2,2964,313,2016
1,440,114,2015
2,66,0,2016
2,110,19,2014
1,72,28,2014
0,5,1,2015
2,118,2,2016
1,5,9,2016
2,400,50,2016
2,39,9,2016
2,34,0,2012
2,135,35,2016
2,5,0,2014
2,8,0,2013
1,309,112,2013
2,5,0,2014
2,420,64,2016
2,108,0,2013
1,826,10,2015
2,8,0,2013
2,198,0,2016
2,212,0,2015
1,862,363,2016
1,1029,25,2013
2,175,7,2016
1,5,0,2009
1,10,16,2016
1,47,5,2014
2,2,0,2015
2,38,0,2016
2,2,0,2013
1,37,2,2014
2,73,1,2016
2,135,43,2015
2,44,35,2016
1,2764,45,2016
2,61,23,2015
2,310,3,2016
2,310,74,2016
2,93,0,2015
2,41,6,2014
2,5,0,2016
2,3,0,2015
2,46,0,2015
2,25,5,2016
2,521,67,2016
2,86,24,2016
2,320,290,2015
2,155,4,2014
2,15,0,2015
2,31,1,2016
2,4,0,2016
2,4,0,2016
2,4,0,2016
2,742,445,2013
1,422,113,2016
2,128,2,2016
2,10,0,2014
2,587,263,2016
1,1,0,2013
1,9,4,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,1351,143,2016
1,114,26,2016
2,211,69,2016
2,458,3,2016
1,675,163,2013
2,15,0,2013
1,129,60,2016
2,150,12,2016
2,1,0,2015
2,25,11,2016
2,50,0,2016
2,3,0,2014
2,8,0,2015
2,8,0,2015
2,80,7,2015
2,201,190,2015
2,56,7,2016
1,3,0,2016
2,4,0,2016
1,11,0,2014
1,73,47,2016
1,11,34,2016
2,7,4,2014
1,1359,422,2016
2,55,0,2015
2,17,1,2016
2,120,2,2014
2,142,109,2016
1,7036,111,2016
2,234,30,2016
1,28,76,2016
2,205,147,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
1,108,227,2016
2,128,21,2016
1,22,0,2014
2,72,2,2015
0,3,0,2013
2,153,9,2015
2,292,356,2016
2,0,0,0
2,0,0,0
1,84,0,2013
2,96,0,2016
0,0,0,0
2,171,25,2016
2,42,11,2016
2,672,510,2016
1,5,8,2012
2,31,0,2015
1,3,4,2016
2,14,0,2015
2,0,0,0
2,12,24,2016
2,36,1,2016
2,1,0,2013
2,1,0,2013
2,1813,396,2016
1,1156,173,2016
2,319,10,2016
2,101,9,2015
2,50,8,2014
2,10,0,2015
2,65,0,2015
2,674,20,2016
1,1,0,2015
2,0,0,0
1,41,4,2016
2,177,3,2016
2,480,157,2016
2,51,4,2015
2,9,0,2012
2,447,11,2016
2,144,6,2016
1,741,19,2014
2,550,0,2016
2,2,2,2014
2,1,0,2013
2,84,0,2016
2,6,0,2015
2,605,0,2016
2,17,0,2015
2,28,0,2014
2,506,62,2015
2,364,249,2016
1,0,0,0
1,428,45,2015
2,48,16,2014
2,31,11,2014
2,55,8,2016
2,0,0,0
2,748,53,2013
1,0,0,0
1,171,59,2014
2,126,8,2016
2,178,4,2016
2,239,57,2015
0,10,0,2016
2,2,0,2013
2,27,0,2015
1,86,57,2015
1,150,207,2016
2,48,13,2016
2,110,0,2016
1,4,1,2016
2,3,2,2014
1,1,0,2016
2,0,0,0
2,1168,26,2015
2,137,2,2014
2,17,1,2016
2,5,0,2015
2,366,167,2013
2,332,36,2016
1,3,0,2014
1,0,0,0
1,2349,1021,2016
2,142,134,2015
2,14,0,2015
2,1,0,2013
2,1,0,2013
2,30,0,2014
2,7,0,2016
2,6,0,2014
2,131,6,2016
0,25,53,2016
2,32,1,2014
2,216,5,2016
2,53,37,2016
1,1,0,2015
2,9,0,2015
1,77,110,2016
1,1791,79,2014
1,91,12,2014
2,82,0,2016
2,665,81,2016
2,161,0,2015
2,39,3,2016
2,68,4,2016
2,232,43,2016
2,3693,388,2014
2,16,0,2016
2,16,11,2016
2,4,1,2013
1,200,117,2016
2,289,0,2014
2,1,0,2015
2,34,0,2016
2,67,2,2016
2,66,0,2014
2,301,40,2016
1,0,0,0
2,0,0,0
1,47,7,2015
0,3,0,2016
2,156,280,2014
2,104,0,2016
1,91,10,2014
2,1593,328,2015
2,22,4,2014
1,187,25,2013
2,217,33,2016
2,58,1,2013
2,78,31,2016
2,150,0,2016
2,279,1,2015
1,201,45,2016
2,220,199,2016
2,17,5,2015
2,584,39,2016
2,5,3,2015
2,26,0,2016
2,4,0,2015
2,13,3,2016
1,92,0,2014
2,21,40,2014
2,5,0,2013
2,170,3,2016
2,12,10,2015
2,8,0,2016
2,843,20,2016
1,229,64,2016
2,10,0,2015
2,43,0,2015
1,155,138,2016
2,120,171,2016
2,82,0,2016
1,1614,708,2016
2,1022,1211,2016
2,40,6,2015
2,7,0,2016
2,27,0,2016
1,5,0,2014
2,35,0,2014
2,852,21,2015
2,23,0,2016
2,30,1,2015
1,22,0,2016
1,1250,392,2014
1,22,3,2016
2,33,39,2013
2,17,2,2016
2,925,20,2016
1,38,3,2014
2,242,4,2016
2,67,0,2016
2,50,0,2015
2,124,3,2016
2,1,0,2016
1,7,12,2015
2,1052,542,2016
2,79,0,2013
2,216,61,2013
2,5,0,2015
2,299,19,2016
2,420,29,2016
1,89,10,2015
2,15,0,2016
2,2,0,2015
2,0,0,0
1,1,0,2015
2,35,8,2014
2,161,40,2015
1,87,68,2013
1,396,43,2016
2,13,0,2016
1,978,48,2016
1,22,0,2013
2,191,43,2014
1,4,2,2016
2,247,164,2016
2,5,0,2015
2,13,0,2015
2,52,1,2016
2,348,12,2014
1,22,0,2015
1,55,69,2012
2,415,165,2014
2,337,157,2016
2,287,25,2015
2,753,15,2016
1,313,7,2013
2,85,93,2016
1,0,0,0
2,406,197,2014
2,6,0,2015
1,1,2,2012
2,5,0,2011
1,45,24,2016
2,50,21,2016
1,2,1,2014
2,1257,20,2016
1,1277,359,2016
2,161,8,2016
1,12,2,2014
2,21,10,2015
2,583,183,2016
2,742,75,2016
2,139,23,2016
1,0,0,0
2,263,70,2016
2,1,0,2014
0,302,70,2014
2,5,0,2014
2,30,2,2016
2,846,102,2016
2,1116,89,2016
1,4,0,2016
2,254,38,2016
2,1,0,2016
2,2,0,2013
2,3,2,2013
2,7,0,2015
2,530,34,2016
2,9,0,2015
2,28,4,2016
2,162,0,2016
1,615,65,2016
1,560,104,2016
2,9,0,2015
2,50,0,2015
1,898,187,2015
2,226,93,2016
2,15,0,2014
2,7,0,2016
1,718,5,2015
2,477,112,2016
1,15,0,2013
2,19,0,2014
2,209,62,2013
0,0,0,0
2,115,10,2014
1,41,56,2016
2,117,26,2016
2,0,0,2013
2,445,17,2016
2,15,14,2015
2,106,76,2016
2,369,8,2016
2,14,0,2014
2,13,5,2016
2,713,17,2016
2,0,0,0
1,20,0,2015
2,2001,469,2016
2,196,0,2016
2,1570,241,2016
2,115,24,2016
2,207,4,2015
2,699,75,2015
1,308,16,2011
2,470,14,2016
2,11,1,2015
2,19,0,2013
1,116,146,2015
2,2,0,2013
2,91,34,2015
2,42,0,2016
2,31,41,2016
1,10,0,2015
1,468,13,2016
2,30,6,2014
2,56,4,2015
2,13,2,2013
2,2,0,2013
2,45,10,2015
2,1208,250,2016
1,4,0,2004
2,1,0,2015
1,0,0,0
1,0,0,0
1,25,0,2014
2,16,0,2015
2,71,0,2011
1,320,76,2016
2,145,82,2016
2,0,0,0
1,289,519,2016
1,1608,25,2016
2,250,30,2013
2,979,17,2016
2,806,35,2016
2,397,77,2013
1,0,0,0
2,152,5,2015
2,1145,38,2016
2,1888,285,2015
2,41,0,2016
2,5,0,2016
2,15,0,2016
1,3,0,2015
1,9,13,2014
2,7,0,2013
2,17,3,2014
2,10,0,2015
2,687,25,2016
2,5,0,2016
2,78,14,2014
2,269,29,2016
2,6,0,2016
2,8,0,2014
1,0,0,0
1,0,0,0
1,3,8,2016
1,412,439,2016
2,3,0,2015
2,12,0,2014
2,382,109,2016
2,12,0,2013
2,38,0,2016
2,261,31,2016
1,20,5,2016
1,978,244,2016
1,2,0,2013
2,4,0,2016
2,6,0,2016
2,242,0,2016
2,18,0,2016
2,30,0,2016
2,138,0,2016
1,5,0,2009
2,190,10,2016
1,303,173,2016
1,36,1,2016
2,29,1,2015
0,1,0,2016
2,412,7,2015
2,39,39,2015
1,2,6,2015
2,89,0,2016
1,1,0,2012
1,796,93,2016
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,29,0,2013
1,4,8,2015
2,18,0,2016
2,71,0,2013
1,16,0,2016
1,1694,11,2016
2,8,0,2015
2,94,1,2015
2,801,80,2014
2,131,8,2016
2,926,488,2016
2,74,16,2015
2,15,0,2016
2,162,37,2016
2,5,0,2013
2,105,12,2016
0,2,0,2013
2,497,129,2016
2,67,1,2013
2,266,293,2014
2,36,7,2016
2,347,8,2009
2,78,102,2016
2,88,0,2014
2,18,0,2016
2,7,0,2013
2,180,2,2016
2,359,6,2014
1,172,71,2015
2,14,2,2013
2,3,0,2016
2,139,22,2016
2,39,0,2016
2,79,1,2015
2,49,3,2016
2,58,1,2015
2,1,0,2015
2,1,0,2015
1,403,374,2016
2,30,12,2015
2,15,0,2015
2,10,0,2014
2,122,8,2016
1,0,0,0
2,6,0,2016
1,25,18,2016
2,2,0,2015
2,10,0,2015
2,309,26,2015
2,30,0,2013
2,96,39,2016
1,86,5,2015
2,254,66,2016
1,38,0,2016
2,3,0,2015
2,23,1,2015
2,17,0,2015
2,69,3,2016
2,116,2,2014
2,296,19,2015
2,1277,77,2016
2,85,21,2016
2,523,6,2016
2,63,2,2016
2,95,12,2014
2,861,0,2016
2,148,3,2014
2,253,14,2016
2,173,3,2014
1,287,218,2016
1,0,0,0
2,54,7,2013
1,107,20,2016
1,3,0,2013
2,6,0,2014
2,24,3,2014
2,263,1,2015
2,1,0,2014
2,439,110,2016
1,2,2,2014
1,43,3,2015
0,4,0,2013
2,7,0,2013
2,24,0,2015
1,1838,4,2016
2,44,6,2016
2,31,1,2016
2,175,62,2015
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,2,0,2014
2,7,0,2014
2,5,0,2016
2,33,7,2015
2,342,54,2016
2,150,45,2016
2,63,7,2015
2,190,60,2016
1,11,0,2015
2,604,157,2015
2,12,0,2016
2,59,34,2016
2,13,0,2014
2,0,0,0
1,46,46,2016
2,17,9,2015
2,2,2,2013
1,59,8,2014
2,158,51,2016
2,363,209,2016
2,2,0,2016
2,2,0,2016
2,27,19,2016
2,24,0,2015
2,74,19,2016
2,53,21,2016
2,27,0,2014
2,37,6,2011
2,153,2,2016
2,0,0,0
2,12,0,2014
1,101,52,2013
2,867,33,2016
2,1649,392,2016
1,72,17,2016
2,36,0,2015
2,4,0,2014
1,424,53,2016
2,171,67,2015
2,1762,147,2016
2,1527,32,2016
1,28,6,2014
1,34,7,2013
2,170,26,2015
2,125,13,2013
2,142,5,2016
2,159,53,2016
2,49,17,2014
2,807,25,2016
2,8,2,2014
2,5,0,2015
2,194,0,2016
1,0,0,0
2,22,2,2015
1,4,0,2013
2,109,6,2016
1,1,0,2015
2,142,96,2016
2,44,6,2015
2,355,64,2013
1,10,12,2015
2,321,32,2016
2,684,2,2016
2,1,0,2016
2,435,9,2015
1,90,43,2016
2,3,0,2014
2,67,23,2015
2,4,1,2015
2,35,9,2016
2,21,1,2014
2,15,0,2016
1,253,118,2016
2,135,3,2016
2,104,33,2016
2,497,29,2016
2,2182,608,2012
2,11,2,2015
2,40,0,2016
1,0,0,2016
2,25,1,2016
1,124,74,2016
2,4,0,2014
1,28,10,2014
1,426,5,2014
2,51,6,2015
2,301,28,2014
2,0,0,0
2,0,0,0
2,145,98,2016
2,43,9,2016
1,7,0,2011
2,62,1,2014
1,2037,498,2016
2,1,0,2008
2,20,0,2014
2,15,11,2016
2,548,113,2016
2,22,0,2014
2,198,6,2016
2,75,11,2014
2,16,0,2015
2,37,3,2015
1,21,0,2014
2,52,9,2015
2,39,0,2015
2,42,1,2015
2,8,0,2013
2,550,124,2016
2,9,0,2016
2,9,0,2015
2,9,0,2015
2,4,0,2014
2,877,24,2016
2,137,0,2016
2,13,0,2015
2,164,41,2016
2,4,0,2014
1,154,7,2016
2,174,39,2016
2,666,128,2016
2,259,13,2016
2,1193,56,2016
1,223,14,2013
2,2,3,2016
2,514,33,2016
2,6,0,2016
2,6,0,2016
2,101,0,2011
1,4,3,2016
2,342,185,2016
2,32,7,2016
2,43,3,2016
0,1585,390,2016
2,103,73,2014
2,55,5,2016
2,20,3,2013
0,68,30,2016
1,1432,568,2016
1,101,24,2013
1,360,221,2016
2,1224,109,2016
2,254,39,2016
2,105,21,2014
1,134,44,2016
2,0,0,0
2,44,9,2015
1,81,19,2016
2,988,338,2015
2,31,1,2015
2,1151,53,2016
2,11,0,2009
2,58,112,2016
2,13,13,2015
1,0,0,0
2,8,2,2013
2,3,0,2013
1,215,36,2015
2,67,0,2016
2,52,0,2013
2,19,0,2015
2,548,225,2016
2,89,1,2016
2,9,0,2006
2,404,7,2016
2,182,7,2016
2,4,0,2015
2,26,8,2014
2,630,466,2016
2,60,14,2014
2,97,5,2014
2,9,0,2016
2,62,0,2015
2,57,3,2016
1,29,0,2014
2,227,0,2016
2,12,0,2016
2,14,6,2016
1,0,0,2015
2,319,76,2013
1,232,12,2013
2,12,13,2014
2,0,0,0
2,24,0,2016
2,87,94,2015
1,0,0,0
1,1,1,2014
1,293,39,2015
2,19,0,2013
1,1,0,2011
1,0,0,0
2,246,49,2015
2,2,0,2016
2,16,0,2015
2,257,46,2013
2,87,1,2016
2,4,0,2012
2,15,0,2015
2,56,3,2015
2,46,0,2016
2,52,13,2016
2,3,0,2016
2,81,93,2016
2,0,0,2015
1,2,0,2016
1,4,0,2013
2,43,1,2015
1,37,0,2015
2,4338,349,2016
1,664,86,2016
2,97,9,2013
2,10,2,2016
2,177,3,2016
2,562,129,2015
2,246,103,2015
2,41,0,2016
2,4,0,2016
2,57,0,2016
2,230,84,2016
2,76,3,2016
1,400,55,2014
2,32,14,2016
2,697,8,2016
2,85,59,2015
1,198,123,2016
2,2,0,2013
2,722,204,2016
2,127,2,2016
1,1,2,2015
2,56,0,2016
2,52,0,2015
2,487,117,2016
2,31,14,2016
2,150,162,2016
1,91,85,2013
2,151,25,2016
1,83,4,2015
2,442,189,2016
2,68,3,2016
2,94,7,2016
2,655,226,2016
2,44,10,2014
2,6,0,2015
2,34,8,2015
1,5,0,2011
2,138,0,2016
2,353,13,2016
2,750,50,2016
2,1,0,2015
1,0,0,0
2,9,7,2014
1,265,181,2016
2,146,4,2016
2,14,0,2016
2,195,24,2016
1,86,18,2014
2,131,5,2016
2,485,7,2014
2,237,323,2016
1,1,0,2011
1,44,1,2016
2,298,164,2015
2,126,15,2016
2,26,20,2013
2,8,0,2015
2,1440,1611,2016
2,672,5,2014
2,5,10,2013
2,447,10,2015
2,7,0,2013
1,135,1,2012
2,494,1,2016
2,166,79,2016
2,9,0,2015
2,206,6,2015
1,2494,352,2016
2,12,3,2013
2,185,32,2016
1,570,57,2014
2,1895,8,2016
2,5,0,2012
2,24,0,2016
2,1,0,2016
2,4,0,2014
1,42,15,2016
1,66,15,2016
1,0,0,0
2,39,1,2015
2,4,0,2014
0,472,187,2016
1,262,73,2016
1,8,0,2015
2,115,3,2016
2,87,10,2016
1,4,0,2015
1,1,0,2016
2,1,0,2016
1,1791,10,2016
2,1,0,2011
1,34,3,2013
2,17,0,2014
2,1206,73,2016
1,81,0,2014
1,3,0,2013
2,104,4,2014
1,4,1,2015
2,2,0,2014
2,1,0,2015
2,183,93,2015
2,33,0,2015
2,9,0,2016
1,137,84,2016
2,10,0,2014
2,11,0,2016
2,40,0,2015
2,34,8,2016
2,12,0,2016
2,88,17,2016
2,115,1,2016
2,14,7,2016
2,4,0,2015
2,18,0,2015
1,18,0,2015
1,12,2,2011
2,3,0,2014
2,27,4,2015
1,0,0,0
1,10,11,2015
2,39,11,2015
1,63,1,2016
2,57,7,2015
1,0,0,0
1,0,0,0
2,1,0,2016
2,97,38,2013
2,171,16,2016
2,221,2,2015
2,267,25,2016
2,26,0,2015
2,265,8,2016
2,65,3,2015
2,530,115,2016
2,383,78,2016
1,1056,225,2016
1,0,0,0
2,8,0,2014
1,7,9,2016
2,11,10,2014
2,8,0,2013
2,197,6,2015
2,30,50,2015
0,1,0,2015
2,48,0,2014
1,3,0,2013
2,582,97,2016
2,327,31,2014
2,42,3,2014
1,35,19,2016
2,78,1,2016
2,1999,1353,2016
2,341,15,2016
2,133,4,2016
2,10,0,2014
1,307,28,2014
2,307,1,2014
2,160,40,2016
2,33,13,2015
1,117,10,2015
2,7,0,2016
2,63,4,2016
2,206,2,2016
2,2330,65,2016
2,28,0,2016
2,163,0,2016
2,0,0,0
2,73,8,2016
1,153,22,2014
2,923,73,2016
1,38,2,2015
2,5,0,2012
2,968,31,2016
2,35,3,2016
2,232,255,2016
2,26,13,2016
2,88,9,2014
1,73,0,2014
1,632,0,2015
2,104,24,2016
2,56,0,2015
2,314,302,2016
1,9,0,2014
2,35,3,2014
2,0,0,0
2,16,0,2016
1,3,5,2013
2,115,14,2016
2,119,2,2014
2,746,139,2016
2,42,1,2016
2,54,0,2016
2,2,0,2016
2,15,0,2015
2,0,0,0
2,44,0,2012
2,352,76,2016
2,33,62,2013
1,0,0,0
2,1,0,2014
1,96,15,2016
2,46,4,2014
1,10,0,2014
2,87,20,2015
2,75,47,2016
2,1,0,2016
2,15,0,2015
2,26,0,2016
2,171,34,2016
2,87,5,2015
2,130,84,2016
2,810,67,2015
2,7,0,2016
2,37,0,2016
2,468,344,2016
2,45,82,2016
1,487,106,2014
2,3,2,2016
2,49,2,2016
0,0,0,0
0,0,0,0
2,3,0,2015
2,27,31,2014
2,2,0,2015
1,491,78,2014
2,11,0,2014
2,158,91,2016
1,41,14,2016
2,99,0,2016
2,169,62,2016
2,41,1,2016
2,1881,116,2016
1,33,41,2014
2,24,0,2014
1,5,4,2014
2,6,0,2015
2,39,5,2016
2,145,89,2016
2,24,0,2015
2,668,390,2015
1,48,0,2009
2,81,3,2016
2,2,0,2015
2,63,0,2016
2,1,0,2015
2,1,0,2015
2,652,35,2016
2,34,0,2013
2,169,0,2016
2,68,0,2016
2,60,28,2015
2,51,7,2016
2,166,22,2016
2,6,0,2014
2,18,0,2015
0,1,2,2013
2,86,0,2016
2,43,1,2015
1,96,61,2016
2,78,10,2016
2,123,5,2014
2,88,3,2016
1,42,0,2014
2,73,1,2014
2,315,5,2016
1,35,18,2016
2,3,0,2014
1,101,0,2013
2,248,31,2016
2,11,0,2015
2,80,0,2015
2,71,4,2014
1,81,2,2016
2,82,13,2016
2,13,0,2016
2,61,1,2016
1,296,439,2016
1,0,0,0
1,0,0,0
2,995,100,2016
1,10,8,2013
2,7,1,2015
2,0,0,0
1,6,5,2015
1,0,0,0
2,623,1061,2016
1,46,39,2013
2,9,0,2014
2,6,0,2013
2,51,0,2016
2,9,0,2016
2,160,3,2015
2,3,0,2014
2,197,4,2016
2,113,14,2016
2,9,0,2014
1,57,0,2015
2,17,0,2014
2,64,6,2014
2,1476,84,2016
2,5,2,2016
2,154,35,2016
2,1346,331,2016
2,79,9,2016
1,8,5,2012
2,10,0,2015
2,2,0,2013
1,253,27,2015
1,251,0,2016
2,231,71,2016
1,96,81,2016
2,5,0,2015
1,11,18,2015
1,3,0,2016
1,75,15,2016
2,1453,1069,2014
2,7,0,2014
2,1516,5,2016
2,26,0,2014
2,122,49,2014
2,225,308,2014
2,192,13,2016
1,165,54,2014
2,87,5,2014
2,289,7,2016
2,200,74,2016
2,2,2,2014
2,21,4,2015
2,62,0,2016
2,26,36,2016
2,7,0,2014
1,4,1,2015
2,56,3,2015
2,19,0,2013
2,102,85,2016
2,10,3,2013
2,132,1,2014
2,31,0,2016
2,3,0,2014
2,0,0,0
1,19,0,2014
2,382,3,2015
2,0,0,0
2,94,38,2013
1,4,4,2016
1,3,9,2013
1,72,11,2014
2,6,0,2016
2,334,2,2016
2,28,1,2016
2,139,23,2014
1,3,0,2013
2,165,7,2016
1,21,0,2014
1,0,0,0
1,19,0,2013
2,26,0,2016
1,0,0,0
2,141,8,2015
2,50,0,2015
2,50,0,2015
2,32,0,2016
1,13,0,2016
2,105,14,2016
2,86,3,2016
2,10,0,2016
1,239,18,2016
2,2388,111,2016
2,188,40,2014
2,401,18,2016
1,103,70,2016
0,51,34,2015
2,10,0,2016
2,22,7,2016
2,83,1,2015
2,51,32,2016
2,0,0,0
1,2,0,2013
2,8,0,2014
1,2606,78,2014
2,0,0,0
2,10,2,2013
0,2940,2448,2016
2,141,36,2015
2,83,2,2016
2,37,0,2016
2,408,11,2014
2,48,0,2016
2,0,0,2013
1,12,0,2015
2,139,43,2016
2,365,11,2015
2,138,0,2016
1,4,0,2015
2,1003,135,2016
2,313,454,2016
2,5,3,2015
2,30,4,2016
2,35,0,2015
2,6,0,2015
2,21,3,2014
2,1,0,2015
1,8,1,2012
2,5,0,2014
2,17,0,2016
2,2,0,2016
2,165,9,2016
2,19,0,2016
2,19,0,2016
1,1812,497,2016
1,30,17,2013
2,2,0,2015
1,1,0,2016
2,6,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,89,38,2016
2,28,0,2016
1,690,207,2014
1,414,5,2016
0,1,0,2014
2,177,21,2016
2,166,39,2015
2,12,0,2013
2,48,0,2015
2,276,36,2016
2,3,0,2016
2,66,1,2016
2,1105,29,2016
1,8,0,2015
2,795,170,2016
2,120,12,2016
2,55,6,2016
2,34,13,2016
1,4,0,2013
1,0,0,0
2,54,23,2016
2,4,0,2014
2,8,5,2013
2,17,0,2015
2,10,0,2015
2,407,32,2016
1,32,3,2014
2,42,12,2015
2,223,585,2016
2,1041,495,2016
2,26,3,2016
1,58,0,2016
1,697,241,2016
2,37,33,2016
2,33,0,2016
2,44,0,2014
2,6,3,2013
2,8,11,2015
2,5,3,2012
1,3,0,2016
2,25,2,2013
2,0,0,0
2,239,28,2015
1,974,34,2016
1,29,0,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,13,0,2014
1,15,0,2016
2,0,0,2012
1,2,4,2016
2,16,0,2012
0,1,0,2013
2,256,46,2015
2,32,0,2015
2,387,80,2016
2,1343,124,2016
1,1,3,2015
2,8,0,2015
2,25,0,2013
2,67,3,2015
2,32,0,2016
1,11,0,2015
2,25,0,2015
2,80,27,2016
2,85,7,2016
2,200,56,2016
2,14,0,2014
1,0,0,0
1,237,102,2016
2,17,3,2015
2,7,0,2013
2,125,6,2014
2,49,1,2016
2,278,97,2016
2,7,0,2016
1,132,0,2015
2,4,2,2015
1,1790,160,2014
2,6,0,2016
1,110,4,2013
2,345,26,2016
2,79,0,2013
2,24,28,2016
2,2,0,2016
2,47,0,2015
2,2,0,2015
2,26,1,2016
2,48,25,2016
1,0,0,0
2,27,2,2016
2,59,0,2014
1,61,15,2016
2,17,0,2013
2,3,0,2014
2,38,0,2015
1,1132,106,2016
1,3,0,2015
2,300,13,2016
2,497,619,2016
2,60,1,2015
1,526,0,2016
1,13,2,2013
2,266,25,2014
1,3,0,2015
2,81,0,2015
1,43,38,2013
2,21,0,2015
1,14,0,2016
2,34,0,2016
1,36,5,2013
2,69,0,2013
2,42,1,2016
1,1081,517,2016
2,2,0,2013
1,327,85,2016
2,4,0,2016
2,6,0,2016
2,862,81,2016
2,131,9,2015
2,19,1,2015
2,50,12,2015
2,2,2,2014
2,5,0,2016
2,18,0,2012
2,11,2,2014
2,11,0,2016
2,52,0,2016
1,69,22,2016
1,300,151,2016
2,1230,65,2016
2,5,0,2015
2,8,8,2010
2,8,9,2015
1,1,0,2012
2,10,0,2015
2,122,14,2016
2,668,525,2016
2,37,6,2016
2,64,0,2014
2,23,2,2015
1,1119,880,2014
2,0,0,0
2,0,0,0
2,558,93,2016
2,481,12,2014
2,63,1,2012
2,110,12,2016
2,17,4,2015
2,231,48,2015
2,149,3,2014
1,205,105,2016
1,0,0,0
1,0,0,0
2,593,6,2016
2,978,48,2016
2,24,0,2013
2,480,38,2016
1,1,0,2015
2,148,0,2016
1,197,86,2016
2,2,0,2016
2,1073,92,2016
2,107,36,2016
2,19,0,2016
2,49,0,2016
